customer_id,segment,update_date
124,Occasional,2024-01-31
125,Frequent Buyer,2024-01-31
126,Inactive,2024-01-31
127,High Spender,2024-01-31
128,Frequent Buyer,2024-01-31
129,High Spender,2024-01-31
130,Inactive,2024-01-31
131,Occasional,2024-01-31
132,Occasional,2024-01-31
133,Inactive,2024-01-31
134,Frequent Buyer,2024-01-31
135,Occasional,2024-01-31
136,Occasional,2024-01-31
137,Inactive,2024-01-31
138,Occasional,2024-01-31
139,Occasional,2024-01-31
140,Inactive,2024-01-31
141,Occasional,2024-01-31
142,Occasional,2024-01-31
143,Occasional,2024-01-31
144,Occasional,2024-01-31
145,Frequent Buyer,2024-01-31
146,High Spender,2024-01-31
147,High Spender,2024-01-31
148,High Spender,2024-01-31
149,Inactive,2024-01-31
150,Occasional,2024-01-31
151,Frequent Buyer,2024-01-31
152,Inactive,2024-01-31
153,Frequent Buyer,2024-01-31
154,Inactive,2024-01-31
155,Frequent Buyer,2024-01-31
156,Inactive,2024-01-31
157,Occasional,2024-01-31
158,Occasional,2024-01-31
159,Inactive,2024-01-31
160,Inactive,2024-01-31
161,High Spender,2024-01-31
162,Occasional,2024-01-31
163,High Spender,2024-01-31
164,Frequent Buyer,2024-01-31
165,Inactive,2024-01-31
166,Frequent Buyer,2024-01-31
167,Occasional,2024-01-31
168,Inactive,2024-01-31
169,Occasional,2024-01-31
170,Inactive,2024-01-31
171,Frequent Buyer,2024-01-31
172,Occasional,2024-01-31
173,Occasional,2024-01-31
174,Occasional,2024-01-31
175,Inactive,2024-01-31
176,Inactive,2024-01-31
177,Occasional,2024-01-31
178,Inactive,2024-01-31
179,Inactive,2024-01-31
180,Inactive,2024-01-31
181,Occasional,2024-01-31
182,Inactive,2024-01-31
183,Inactive,2024-01-31
184,Frequent Buyer,2024-01-31
185,Occasional,2024-01-31
186,Occasional,2024-01-31
187,Occasional,2024-01-31
188,Occasional,2024-01-31
189,Inactive,2024-01-31
190,High Spender,2024-01-31
191,Occasional,2024-01-31
192,Occasional,2024-01-31
193,Inactive,2024-01-31
194,Inactive,2024-01-31
195,Frequent Buyer,2024-01-31
196,Occasional,2024-01-31
197,Inactive,2024-01-31
198,Occasional,2024-01-31
199,High Spender,2024-01-31
200,Occasional,2024-01-31
201,Occasional,2024-01-31
202,Occasional,2024-01-31
203,Occasional,2024-01-31
204,Occasional,2024-01-31
205,Inactive,2024-01-31
206,Frequent Buyer,2024-01-31
207,Occasional,2024-01-31
208,Frequent Buyer,2024-01-31
209,High Spender,2024-01-31
210,Inactive,2024-01-31
211,Occasional,2024-01-31
212,Occasional,2024-01-31
213,High Spender,2024-01-31
214,Occasional,2024-01-31
215,Inactive,2024-01-31
216,Inactive,2024-01-31
217,Inactive,2024-01-31
218,Occasional,2024-01-31
219,Occasional,2024-01-31
220,High Spender,2024-01-31
221,Occasional,2024-01-31
222,Frequent Buyer,2024-01-31
223,Occasional,2024-01-31
224,Occasional,2024-01-31
225,Frequent Buyer,2024-01-31
226,Occasional,2024-01-31
227,Occasional,2024-01-31
228,Frequent Buyer,2024-01-31
229,Occasional,2024-01-31
230,Inactive,2024-01-31
231,Frequent Buyer,2024-01-31
232,Occasional,2024-01-31
233,Occasional,2024-01-31
234,High Spender,2024-01-31
235,Frequent Buyer,2024-01-31
236,Occasional,2024-01-31
237,Inactive,2024-01-31
238,High Spender,2024-01-31
239,Inactive,2024-01-31
240,Inactive,2024-01-31
241,Occasional,2024-01-31
242,High Spender,2024-01-31
243,Frequent Buyer,2024-01-31
244,Frequent Buyer,2024-01-31
245,Frequent Buyer,2024-01-31
246,Occasional,2024-01-31
247,Occasional,2024-01-31
248,High Spender,2024-01-31
249,Inactive,2024-01-31
250,Inactive,2024-01-31
251,Occasional,2024-01-31
252,Occasional,2024-01-31
253,Occasional,2024-01-31
254,Occasional,2024-01-31
255,Occasional,2024-01-31
256,Frequent Buyer,2024-01-31
257,Frequent Buyer,2024-01-31
258,Frequent Buyer,2024-01-31
259,Inactive,2024-01-31
260,Inactive,2024-01-31
261,Inactive,2024-01-31
262,Occasional,2024-01-31
263,Inactive,2024-01-31
264,Occasional,2024-01-31
265,Occasional,2024-01-31
266,Inactive,2024-01-31
267,Inactive,2024-01-31
268,Occasional,2024-01-31
269,Inactive,2024-01-31
270,Occasional,2024-01-31
271,Occasional,2024-01-31
272,High Spender,2024-01-31
273,Occasional,2024-01-31
274,Occasional,2024-01-31
275,Inactive,2024-01-31
276,Inactive,2024-01-31
277,High Spender,2024-01-31
278,High Spender,2024-01-31
279,Inactive,2024-01-31
280,Occasional,2024-01-31
281,Inactive,2024-01-31
282,Inactive,2024-01-31
283,High Spender,2024-01-31
284,Occasional,2024-01-31
285,Occasional,2024-01-31
286,Occasional,2024-01-31
287,Occasional,2024-01-31
288,Occasional,2024-01-31
289,Occasional,2024-01-31
290,Occasional,2024-01-31
291,Inactive,2024-01-31
292,Inactive,2024-01-31
293,Frequent Buyer,2024-01-31
294,Inactive,2024-01-31
295,Occasional,2024-01-31
296,Occasional,2024-01-31
297,Inactive,2024-01-31
298,Inactive,2024-01-31
299,Frequent Buyer,2024-01-31
300,Occasional,2024-01-31
301,High Spender,2024-01-31
302,Occasional,2024-01-31
303,Occasional,2024-01-31
304,Occasional,2024-01-31
305,Frequent Buyer,2024-01-31
306,Inactive,2024-01-31
307,Inactive,2024-01-31
308,Occasional,2024-01-31
309,Occasional,2024-01-31
310,Frequent Buyer,2024-01-31
311,Inactive,2024-01-31
312,Occasional,2024-01-31
313,Occasional,2024-01-31
314,Inactive,2024-01-31
315,Inactive,2024-01-31
316,Occasional,2024-01-31
317,Occasional,2024-01-31
318,Inactive,2024-01-31
319,Occasional,2024-01-31
320,Occasional,2024-01-31
321,Inactive,2024-01-31
322,Inactive,2024-01-31
323,Inactive,2024-01-31
324,Inactive,2024-01-31
325,High Spender,2024-01-31
326,High Spender,2024-01-31
327,Inactive,2024-01-31
328,High Spender,2024-01-31
329,Frequent Buyer,2024-01-31
330,Frequent Buyer,2024-01-31
331,Inactive,2024-01-31
332,Inactive,2024-01-31
333,Inactive,2024-01-31
334,Inactive,2024-01-31
335,High Spender,2024-01-31
336,Frequent Buyer,2024-01-31
337,Inactive,2024-01-31
338,Inactive,2024-01-31
339,Occasional,2024-01-31
340,Inactive,2024-01-31
341,Inactive,2024-01-31
342,High Spender,2024-01-31
343,Frequent Buyer,2024-01-31
344,Frequent Buyer,2024-01-31
345,Frequent Buyer,2024-01-31
346,High Spender,2024-01-31
347,High Spender,2024-01-31
348,Inactive,2024-01-31
349,Occasional,2024-01-31
350,Occasional,2024-01-31
351,Occasional,2024-01-31
352,Inactive,2024-01-31
353,Occasional,2024-01-31
354,Occasional,2024-01-31
355,Inactive,2024-01-31
356,Inactive,2024-01-31
357,Frequent Buyer,2024-01-31
358,Inactive,2024-01-31
359,Inactive,2024-01-31
360,Inactive,2024-01-31
361,Inactive,2024-01-31
362,High Spender,2024-01-31
363,Inactive,2024-01-31
364,Frequent Buyer,2024-01-31
365,Frequent Buyer,2024-01-31
366,Frequent Buyer,2024-01-31
367,Frequent Buyer,2024-01-31
368,Occasional,2024-01-31
369,Inactive,2024-01-31
370,Occasional,2024-01-31
371,Inactive,2024-01-31
372,Occasional,2024-01-31
373,Occasional,2024-01-31
374,Frequent Buyer,2024-01-31
375,Inactive,2024-01-31
376,Occasional,2024-01-31
377,Frequent Buyer,2024-01-31
378,Frequent Buyer,2024-01-31
379,Occasional,2024-01-31
380,Occasional,2024-01-31
381,Inactive,2024-01-31
382,Occasional,2024-01-31
383,Frequent Buyer,2024-01-31
384,Inactive,2024-01-31
385,Frequent Buyer,2024-01-31
386,High Spender,2024-01-31
387,Inactive,2024-01-31
388,Occasional,2024-01-31
389,Occasional,2024-01-31
390,Occasional,2024-01-31
391,Occasional,2024-01-31
392,Occasional,2024-01-31
393,Inactive,2024-01-31
394,High Spender,2024-01-31
395,Frequent Buyer,2024-01-31
396,Occasional,2024-01-31
397,Frequent Buyer,2024-01-31
398,High Spender,2024-01-31
399,High Spender,2024-01-31
400,Occasional,2024-01-31
401,Inactive,2024-01-31
402,Occasional,2024-01-31
403,Inactive,2024-01-31
404,Inactive,2024-01-31
405,Frequent Buyer,2024-01-31
406,Frequent Buyer,2024-01-31
407,Frequent Buyer,2024-01-31
408,Inactive,2024-01-31
409,High Spender,2024-01-31
410,Inactive,2024-01-31
411,Inactive,2024-01-31
412,Frequent Buyer,2024-01-31
413,Occasional,2024-01-31
414,Frequent Buyer,2024-01-31
415,Inactive,2024-01-31
416,Inactive,2024-01-31
417,Inactive,2024-01-31
418,High Spender,2024-01-31
419,Occasional,2024-01-31
420,Frequent Buyer,2024-01-31
421,Inactive,2024-01-31
422,Inactive,2024-01-31
423,Occasional,2024-01-31
424,Inactive,2024-01-31
425,Inactive,2024-01-31
426,Occasional,2024-01-31
427,Occasional,2024-01-31
428,Inactive,2024-01-31
429,Occasional,2024-01-31
430,Occasional,2024-01-31
431,Occasional,2024-01-31
432,High Spender,2024-01-31
433,Occasional,2024-01-31
434,Frequent Buyer,2024-01-31
435,Occasional,2024-01-31
436,Frequent Buyer,2024-01-31
437,Inactive,2024-01-31
438,Inactive,2024-01-31
439,Frequent Buyer,2024-01-31
440,Inactive,2024-01-31
441,Occasional,2024-01-31
442,Frequent Buyer,2024-01-31
443,Inactive,2024-01-31
444,Inactive,2024-01-31
445,Inactive,2024-01-31
446,Occasional,2024-01-31
447,Occasional,2024-01-31
448,Occasional,2024-01-31
449,Occasional,2024-01-31
450,Occasional,2024-01-31
451,Occasional,2024-01-31
452,High Spender,2024-01-31
453,Occasional,2024-01-31
454,Inactive,2024-01-31
455,Occasional,2024-01-31
456,High Spender,2024-01-31
457,Occasional,2024-01-31
458,Occasional,2024-01-31
459,Occasional,2024-01-31
460,Frequent Buyer,2024-01-31
461,Frequent Buyer,2024-01-31
462,Occasional,2024-01-31
463,Inactive,2024-01-31
464,High Spender,2024-01-31
465,Occasional,2024-01-31
466,High Spender,2024-01-31
467,Inactive,2024-01-31
468,Inactive,2024-01-31
469,Frequent Buyer,2024-01-31
470,Inactive,2024-01-31
471,Inactive,2024-01-31
472,Occasional,2024-01-31
473,Frequent Buyer,2024-01-31
474,Inactive,2024-01-31
475,Inactive,2024-01-31
476,Occasional,2024-01-31
477,Frequent Buyer,2024-01-31
478,Frequent Buyer,2024-01-31
479,Frequent Buyer,2024-01-31
480,Inactive,2024-01-31
481,Occasional,2024-01-31
482,Inactive,2024-01-31
483,Occasional,2024-01-31
484,Occasional,2024-01-31
485,Occasional,2024-01-31
486,Occasional,2024-01-31
487,Inactive,2024-01-31
488,Inactive,2024-01-31
489,Inactive,2024-01-31
490,Frequent Buyer,2024-01-31
491,Occasional,2024-01-31
492,Occasional,2024-01-31
493,Occasional,2024-01-31
494,Inactive,2024-01-31
495,Frequent Buyer,2024-01-31
496,Occasional,2024-01-31
497,Inactive,2024-01-31
498,Occasional,2024-01-31
499,Inactive,2024-01-31
500,Inactive,2024-01-31
501,Occasional,2024-01-31
502,Inactive,2024-01-31
503,Inactive,2024-01-31
504,Inactive,2024-01-31
505,Occasional,2024-01-31
506,Inactive,2024-01-31
507,High Spender,2024-01-31
508,Occasional,2024-01-31
509,Inactive,2024-01-31
510,Frequent Buyer,2024-01-31
511,Frequent Buyer,2024-01-31
512,Occasional,2024-01-31
513,Occasional,2024-01-31
514,Inactive,2024-01-31
515,Inactive,2024-01-31
516,Occasional,2024-01-31
517,Occasional,2024-01-31
518,Frequent Buyer,2024-01-31
519,High Spender,2024-01-31
520,Inactive,2024-01-31
521,Inactive,2024-01-31
522,Frequent Buyer,2024-01-31
523,Occasional,2024-01-31
524,Occasional,2024-01-31
525,Inactive,2024-01-31
526,Occasional,2024-01-31
527,Inactive,2024-01-31
528,Occasional,2024-01-31
529,Occasional,2024-01-31
530,Occasional,2024-01-31
531,Occasional,2024-01-31
532,Frequent Buyer,2024-01-31
533,Frequent Buyer,2024-01-31
534,Frequent Buyer,2024-01-31
535,Occasional,2024-01-31
536,Occasional,2024-01-31
537,Occasional,2024-01-31
538,Occasional,2024-01-31
539,High Spender,2024-01-31
540,High Spender,2024-01-31
541,Inactive,2024-01-31
542,Inactive,2024-01-31
543,Frequent Buyer,2024-01-31
544,Occasional,2024-01-31
545,Frequent Buyer,2024-01-31
546,Occasional,2024-01-31
547,Inactive,2024-01-31
548,Occasional,2024-01-31
549,Occasional,2024-01-31
550,Occasional,2024-01-31
551,Inactive,2024-01-31
552,Inactive,2024-01-31
553,Frequent Buyer,2024-01-31
554,Occasional,2024-01-31
555,High Spender,2024-01-31
556,Occasional,2024-01-31
557,Inactive,2024-01-31
558,Inactive,2024-01-31
559,High Spender,2024-01-31
560,Occasional,2024-01-31
561,Occasional,2024-01-31
562,High Spender,2024-01-31
563,Occasional,2024-01-31
564,Frequent Buyer,2024-01-31
565,High Spender,2024-01-31
566,High Spender,2024-01-31
567,Occasional,2024-01-31
568,Inactive,2024-01-31
569,Occasional,2024-01-31
570,Inactive,2024-01-31
571,Occasional,2024-01-31
572,Occasional,2024-01-31
573,Frequent Buyer,2024-01-31
574,Inactive,2024-01-31
575,Occasional,2024-01-31
576,Inactive,2024-01-31
577,Inactive,2024-01-31
578,Occasional,2024-01-31
579,Inactive,2024-01-31
580,Frequent Buyer,2024-01-31
581,Frequent Buyer,2024-01-31
582,Occasional,2024-01-31
583,Frequent Buyer,2024-01-31
584,High Spender,2024-01-31
585,Frequent Buyer,2024-01-31
586,Inactive,2024-01-31
587,Inactive,2024-01-31
588,Inactive,2024-01-31
589,Occasional,2024-01-31
590,High Spender,2024-01-31
591,Occasional,2024-01-31
592,Frequent Buyer,2024-01-31
593,Frequent Buyer,2024-01-31
594,Frequent Buyer,2024-01-31
595,Inactive,2024-01-31
596,Inactive,2024-01-31
597,Inactive,2024-01-31
598,Occasional,2024-01-31
599,Inactive,2024-01-31
600,High Spender,2024-01-31
601,High Spender,2024-01-31
602,Occasional,2024-01-31
603,Frequent Buyer,2024-01-31
604,Occasional,2024-01-31
605,High Spender,2024-01-31
606,Occasional,2024-01-31
607,Frequent Buyer,2024-01-31
608,Occasional,2024-01-31
609,Occasional,2024-01-31
610,High Spender,2024-01-31
611,Occasional,2024-01-31
612,High Spender,2024-01-31
613,Inactive,2024-01-31
614,Occasional,2024-01-31
615,Inactive,2024-01-31
616,High Spender,2024-01-31
617,Occasional,2024-01-31
618,Inactive,2024-01-31
619,Inactive,2024-01-31
620,Frequent Buyer,2024-01-31
621,Occasional,2024-01-31
622,Inactive,2024-01-31
623,Occasional,2024-01-31
624,Inactive,2024-01-31
625,Frequent Buyer,2024-01-31
626,Occasional,2024-01-31
627,High Spender,2024-01-31
628,Inactive,2024-01-31
629,Occasional,2024-01-31
630,Frequent Buyer,2024-01-31
631,Inactive,2024-01-31
632,Occasional,2024-01-31
633,Inactive,2024-01-31
634,High Spender,2024-01-31
635,Occasional,2024-01-31
636,Occasional,2024-01-31
637,Inactive,2024-01-31
638,Frequent Buyer,2024-01-31
639,Occasional,2024-01-31
640,Inactive,2024-01-31
641,Occasional,2024-01-31
642,Occasional,2024-01-31
643,Occasional,2024-01-31
644,Frequent Buyer,2024-01-31
645,High Spender,2024-01-31
646,Occasional,2024-01-31
647,Occasional,2024-01-31
648,Occasional,2024-01-31
649,High Spender,2024-01-31
650,Inactive,2024-01-31
651,Occasional,2024-01-31
652,Inactive,2024-01-31
653,Occasional,2024-01-31
654,Inactive,2024-01-31
655,Occasional,2024-01-31
656,Inactive,2024-01-31
657,Frequent Buyer,2024-01-31
658,High Spender,2024-01-31
659,Frequent Buyer,2024-01-31
660,Inactive,2024-01-31
661,Occasional,2024-01-31
662,Frequent Buyer,2024-01-31
663,High Spender,2024-01-31
664,Occasional,2024-01-31
665,Occasional,2024-01-31
666,Occasional,2024-01-31
667,High Spender,2024-01-31
668,Occasional,2024-01-31
669,Frequent Buyer,2024-01-31
670,High Spender,2024-01-31
671,Inactive,2024-01-31
672,Occasional,2024-01-31
673,Frequent Buyer,2024-01-31
674,Frequent Buyer,2024-01-31
675,High Spender,2024-01-31
676,Occasional,2024-01-31
677,Frequent Buyer,2024-01-31
678,Occasional,2024-01-31
679,Inactive,2024-01-31
680,Occasional,2024-01-31
681,Frequent Buyer,2024-01-31
682,High Spender,2024-01-31
683,Inactive,2024-01-31
684,Occasional,2024-01-31
685,Occasional,2024-01-31
686,Occasional,2024-01-31
687,Occasional,2024-01-31
688,Frequent Buyer,2024-01-31
689,Occasional,2024-01-31
690,Inactive,2024-01-31
691,Occasional,2024-01-31
692,High Spender,2024-01-31
693,Occasional,2024-01-31
694,Inactive,2024-01-31
695,Occasional,2024-01-31
696,Occasional,2024-01-31
697,Inactive,2024-01-31
698,Occasional,2024-01-31
699,Inactive,2024-01-31
700,Inactive,2024-01-31
701,High Spender,2024-01-31
702,Occasional,2024-01-31
703,Frequent Buyer,2024-01-31
704,Inactive,2024-01-31
705,Inactive,2024-01-31
706,Frequent Buyer,2024-01-31
707,Inactive,2024-01-31
708,Inactive,2024-01-31
709,Occasional,2024-01-31
710,Inactive,2024-01-31
711,Frequent Buyer,2024-01-31
712,Frequent Buyer,2024-01-31
713,Occasional,2024-01-31
714,Occasional,2024-01-31
715,Inactive,2024-01-31
716,High Spender,2024-01-31
717,Occasional,2024-01-31
718,Frequent Buyer,2024-01-31
719,Occasional,2024-01-31
720,Inactive,2024-01-31
721,Occasional,2024-01-31
722,High Spender,2024-01-31
723,Occasional,2024-01-31
724,Occasional,2024-01-31
725,High Spender,2024-01-31
726,Frequent Buyer,2024-01-31
727,Occasional,2024-01-31
728,Frequent Buyer,2024-01-31
729,Inactive,2024-01-31
730,Occasional,2024-01-31
731,High Spender,2024-01-31
732,Inactive,2024-01-31
733,Frequent Buyer,2024-01-31
734,Inactive,2024-01-31
735,High Spender,2024-01-31
736,Inactive,2024-01-31
737,Occasional,2024-01-31
738,Frequent Buyer,2024-01-31
739,Inactive,2024-01-31
740,Occasional,2024-01-31
741,Occasional,2024-01-31
742,Inactive,2024-01-31
743,Frequent Buyer,2024-01-31
744,Inactive,2024-01-31
745,Frequent Buyer,2024-01-31
746,Frequent Buyer,2024-01-31
747,Occasional,2024-01-31
748,High Spender,2024-01-31
749,Occasional,2024-01-31
750,High Spender,2024-01-31
751,Inactive,2024-01-31
752,Inactive,2024-01-31
753,Inactive,2024-01-31
754,Frequent Buyer,2024-01-31
755,Frequent Buyer,2024-01-31
756,Frequent Buyer,2024-01-31
757,High Spender,2024-01-31
758,Inactive,2024-01-31
759,Occasional,2024-01-31
760,Inactive,2024-01-31
761,Frequent Buyer,2024-01-31
762,Inactive,2024-01-31
763,Inactive,2024-01-31
764,Frequent Buyer,2024-01-31
765,Occasional,2024-01-31
766,Occasional,2024-01-31
767,Occasional,2024-01-31
768,Occasional,2024-01-31
769,Inactive,2024-01-31
770,Occasional,2024-01-31
771,Inactive,2024-01-31
772,Inactive,2024-01-31
773,Frequent Buyer,2024-01-31
774,Occasional,2024-01-31
775,Frequent Buyer,2024-01-31
776,Inactive,2024-01-31
777,Inactive,2024-01-31
778,Occasional,2024-01-31
779,Occasional,2024-01-31
780,Occasional,2024-01-31
781,Inactive,2024-01-31
782,Occasional,2024-01-31
783,Occasional,2024-01-31
784,Frequent Buyer,2024-01-31
785,Frequent Buyer,2024-01-31
786,Frequent Buyer,2024-01-31
787,Occasional,2024-01-31
788,Frequent Buyer,2024-01-31
789,Occasional,2024-01-31
790,Occasional,2024-01-31
791,Inactive,2024-01-31
792,Frequent Buyer,2024-01-31
793,Inactive,2024-01-31
794,Frequent Buyer,2024-01-31
795,Inactive,2024-01-31
796,Occasional,2024-01-31
797,Occasional,2024-01-31
798,Frequent Buyer,2024-01-31
799,Inactive,2024-01-31
800,Inactive,2024-01-31
801,Occasional,2024-01-31
802,Occasional,2024-01-31
803,Inactive,2024-01-31
804,Occasional,2024-01-31
805,Inactive,2024-01-31
806,Occasional,2024-01-31
807,Occasional,2024-01-31
808,Frequent Buyer,2024-01-31
809,Occasional,2024-01-31
810,Occasional,2024-01-31
811,Occasional,2024-01-31
812,Inactive,2024-01-31
813,Occasional,2024-01-31
814,Occasional,2024-01-31
815,Occasional,2024-01-31
816,Occasional,2024-01-31
817,Occasional,2024-01-31
818,Inactive,2024-01-31
819,Frequent Buyer,2024-01-31
820,Occasional,2024-01-31
821,Occasional,2024-01-31
822,High Spender,2024-01-31
823,Inactive,2024-01-31
824,High Spender,2024-01-31
825,Occasional,2024-01-31
826,Occasional,2024-01-31
827,High Spender,2024-01-31
828,Inactive,2024-01-31
829,High Spender,2024-01-31
830,Occasional,2024-01-31
831,Occasional,2024-01-31
832,Inactive,2024-01-31
833,Frequent Buyer,2024-01-31
834,Occasional,2024-01-31
835,Inactive,2024-01-31
836,Occasional,2024-01-31
837,Frequent Buyer,2024-01-31
838,Inactive,2024-01-31
839,Inactive,2024-01-31
840,Inactive,2024-01-31
841,Occasional,2024-01-31
842,Frequent Buyer,2024-01-31
843,Inactive,2024-01-31
844,Occasional,2024-01-31
845,Frequent Buyer,2024-01-31
846,Occasional,2024-01-31
847,Occasional,2024-01-31
848,Occasional,2024-01-31
849,Frequent Buyer,2024-01-31
850,Occasional,2024-01-31
851,Occasional,2024-01-31
852,Occasional,2024-01-31
853,Frequent Buyer,2024-01-31
854,Occasional,2024-01-31
855,Inactive,2024-01-31
856,Occasional,2024-01-31
857,Occasional,2024-01-31
858,Inactive,2024-01-31
859,High Spender,2024-01-31
860,Frequent Buyer,2024-01-31
861,Frequent Buyer,2024-01-31
862,Inactive,2024-01-31
863,Frequent Buyer,2024-01-31
864,Occasional,2024-01-31
865,Occasional,2024-01-31
866,High Spender,2024-01-31
867,Inactive,2024-01-31
868,Frequent Buyer,2024-01-31
869,Inactive,2024-01-31
870,Occasional,2024-01-31
871,Occasional,2024-01-31
872,Frequent Buyer,2024-01-31
873,Inactive,2024-01-31
874,Occasional,2024-01-31
875,Frequent Buyer,2024-01-31
876,Inactive,2024-01-31
877,Occasional,2024-01-31
878,Occasional,2024-01-31
879,Occasional,2024-01-31
880,Occasional,2024-01-31
881,Occasional,2024-01-31
882,Frequent Buyer,2024-01-31
883,Inactive,2024-01-31
884,Inactive,2024-01-31
885,Occasional,2024-01-31
886,High Spender,2024-01-31
887,Inactive,2024-01-31
888,Inactive,2024-01-31
889,Inactive,2024-01-31
890,Occasional,2024-01-31
891,Inactive,2024-01-31
892,High Spender,2024-01-31
893,Frequent Buyer,2024-01-31
894,Occasional,2024-01-31
895,Inactive,2024-01-31
896,Inactive,2024-01-31
897,Occasional,2024-01-31
898,Occasional,2024-01-31
899,Occasional,2024-01-31
900,High Spender,2024-01-31
901,Occasional,2024-01-31
902,Inactive,2024-01-31
903,Occasional,2024-01-31
904,Occasional,2024-01-31
905,Inactive,2024-01-31
906,Inactive,2024-01-31
907,Occasional,2024-01-31
908,High Spender,2024-01-31
909,Occasional,2024-01-31
910,Occasional,2024-01-31
911,Inactive,2024-01-31
912,Inactive,2024-01-31
913,Inactive,2024-01-31
914,Inactive,2024-01-31
915,Occasional,2024-01-31
916,Occasional,2024-01-31
917,Occasional,2024-01-31
918,Occasional,2024-01-31
919,Frequent Buyer,2024-01-31
920,Frequent Buyer,2024-01-31
921,Occasional,2024-01-31
922,Inactive,2024-01-31
923,Inactive,2024-01-31
924,High Spender,2024-01-31
925,Inactive,2024-01-31
926,Inactive,2024-01-31
927,Inactive,2024-01-31
928,Frequent Buyer,2024-01-31
929,Occasional,2024-01-31
930,Frequent Buyer,2024-01-31
931,Frequent Buyer,2024-01-31
932,Inactive,2024-01-31
933,Occasional,2024-01-31
934,Occasional,2024-01-31
935,Occasional,2024-01-31
936,Occasional,2024-01-31
937,Occasional,2024-01-31
938,Occasional,2024-01-31
939,Inactive,2024-01-31
940,Inactive,2024-01-31
941,Occasional,2024-01-31
942,Inactive,2024-01-31
943,Inactive,2024-01-31
944,High Spender,2024-01-31
945,Inactive,2024-01-31
946,Occasional,2024-01-31
947,Occasional,2024-01-31
948,High Spender,2024-01-31
949,Occasional,2024-01-31
